,Game Type,Match ID,Tier Average,user,Match Status,Match Duration,Champion Used,K/D/A,Kill Participation,Total CS,Control Wards Bought,User Level,D_spell,F_spell
4457,Normal,3670882346,None,RobbyBob,Victory,12m 32s,Udyr,3 / 0 / 1,P/Kill 20%,84 (6.7) CS,0,Level9,Flash,Smite
4458,Normal,3670805462,None,RobbyBob,Defeat,35m 8s,Yone,9 / 10 / 4,P/Kill 38%,276 (7.9) CS,Control Ward 1,Level18,Flash,Ignite
4459,Flex 5:5 Rank,3670344904,Platinum 2,RobbyBob,Defeat,38m 36s,Graves,8 / 8 / 10,P/Kill 58%,382 (9.9) CS,Control Ward 1,Level18,Flash,Ignite
4460,Flex 5:5 Rank,3670330404,Platinum 4,RobbyBob,Victory,28m 35s,Brand,9 / 7 / 7,P/Kill 55%,215 (7.5) CS,Control Ward 2,Level16,Flash,Cleanse
4461,Flex 5:5 Rank,3670264458,Platinum 2,RobbyBob,Defeat,34m 21s,Graves,1 / 12 / 7,P/Kill 40%,249 (7.2) CS,0,Level15,Flash,Heal
4462,Flex 5:5 Rank,3670206180,Platinum 2,RobbyBob,Defeat,28m 59s,Malzahar,9 / 6 / 3,P/Kill 52%,219 (7.6) CS,0,Level16,Flash,Teleport
4463,Flex 5:5 Rank,3670107014,Platinum 3,RobbyBob,Defeat,36m 47s,Gragas,13 / 9 / 8,P/Kill 57%,230 (6.3) CS,Control Ward 1,Level18,Flash,Smite
4464,Flex 5:5 Rank,3670069427,Platinum 2,RobbyBob,Defeat,30m 4s,Caitlyn,7 / 8 / 2,P/Kill 56%,241 (8) CS,0,Level15,Flash,Exhaust
4465,Flex 5:5 Rank,3668999456,Platinum 3,RobbyBob,Victory,39m 32s,Fizz,17 / 6 / 11,P/Kill 70%,264 (6.7) CS,Control Ward 2,Level18,Flash,Ignite
4466,Flex 5:5 Rank,3669025197,Gold 4,RobbyBob,Victory,32m 1s,Viktor,20 / 3 / 7,P/Kill 49%,312 (9.7) CS,Control Ward 1,Level18,Flash,Ignite
4467,Flex 5:5 Rank,3668973533,Gold 2,RobbyBob,Victory,16m 42s,Viktor,3 / 3 / 2,P/Kill 23%,120 (7.2) CS,Control Ward 2,Level11,Flash,Ghost
4468,Flex 5:5 Rank,3668738246,Platinum 4,RobbyBob,Defeat,27m 43s,Fiddlesticks,7 / 9 / 6,P/Kill 54%,169 (6.1) CS,Control Ward 4,Level15,Flash,Ignite
4469,Flex 5:5 Rank,3668722658,Gold 1,RobbyBob,Victory,28m 4s,Draven,10 / 3 / 11,P/Kill 57%,271 (9.7) CS,0,Level17,Flash,Exhaust
4470,Normal,3668503589,None,RobbyBob,Victory,26m 37s,Volibear,3 / 5 / 1,P/Kill 13%,258 (9.7) CS,Control Ward 3,Level15,Flash,Ignite
4471,Normal,3667520947,None,RobbyBob,Defeat,32m 0s,Sion,6 / 13 / 1,P/Kill 28%,179 (5.6) CS,0,Level15,Flash,Teleport
4472,Normal,3667496874,None,RobbyBob,Victory,15m 39s,Fiddlesticks,2 / 2 / 2,P/Kill 21%,133 (8.5) CS,Control Ward 3,Level11,Flash,Smite
4473,Normal,3667279960,None,RobbyBob,Victory,39m 46s,Draven,10 / 9 / 8,P/Kill 46%,313 (7.9) CS,0,Level18,Flash,Heal
4474,Normal,3664562681,None,RobbyBob,Defeat,31m 59s,Draven,7 / 11 / 13,P/Kill 61%,201 (6.3) CS,0,Level15,Flash,Heal
4475,ARAM,3664408389,None,RobbyBob,Victory,24m 7s,Tryndamere,11 / 11 / 14,P/Kill 46%,60 (2.5) CS,0,Level18,Flash,Mark
4476,ARAM,3664384820,None,RobbyBob,Victory,19m 0s,Jax,13 / 12 / 19,P/Kill 65%,53 (2.8) CS,0,Level18,Flash,Mark
4477,Ranked Solo,3664021163,Grandmaster,RobbyBob,Victory,33m 42s,Jhin,7 / 6 / 14,P/Kill 51%,250 (7.4) CS,Control Ward 2,Level16,Flash,Heal
4478,ARAM,3663952606,None,RobbyBob,Victory,26m 18s,Lee Sin,39 / 17 / 18,P/Kill 77%,66 (2.5) CS,0,Level18,Flash,Mark
4479,Normal,3662894445,None,RobbyBob,Victory,37m 7s,Graves,15 / 8 / 8,P/Kill 35%,291 (7.8) CS,0,Level18,Flash,Smite
4480,Normal,3662819724,None,RobbyBob,Victory,40m 54s,Kha'Zix,10 / 10 / 4,P/Kill 30%,251 (6.1) CS,0,Level18,Flash,Smite
4481,Normal,3662875434,None,RobbyBob,Victory,15m 19s,Viktor,2 / 2 / 1,P/Kill 16%,125 (8.2) CS,Control Ward 2,Level11,Flash,Teleport
4482,Normal,3662662694,None,RobbyBob,Victory,21m 32s,Ezreal,5 / 2 / 1,P/Kill 22%,183 (8.5) CS,0,Level13,Flash,Barrier
4483,Normal,3662572993,None,RobbyBob,Victory,34m 27s,Volibear,20 / 4 / 5,P/Kill 57%,298 (8.7) CS,0,Level18,Flash,Ignite
4484,Normal,3662252445,None,RobbyBob,Defeat,32m 37s,Zed,13 / 9 / 1,P/Kill 74%,235 (7.2) CS,Control Ward 2,Level17,Flash,Ignite
4485,Normal,3662196596,None,RobbyBob,Victory,18m 52s,Fiora,2 / 7 / 3,P/Kill 17%,108 (5.7) CS,0,Level11,Flash,Teleport
4486,ARAM,3661120261,None,RobbyBob,Defeat,20m 9s,Jayce,17 / 14 / 26,P/Kill 80%,34 (1.7) CS,0,Level18,Flash,Mark
4487,Normal,3660909696,None,RobbyBob,Defeat,15m 19s,Maokai,2 / 4 / 0,P/Kill 25%,90 (5.9) CS,0,Level9,Flash,Teleport
4488,Normal,3660903162,None,RobbyBob,Victory,18m 23s,Graves,9 / 2 / 4,P/Kill 62%,159 (8.6) CS,0,Level13,Flash,Smite
4489,Normal,3660818393,None,RobbyBob,Victory,15m 37s,Volibear,8 / 2 / 2,P/Kill 56%,145 (9.3) CS,Control Ward 1,Level12,Flash,Ignite
4490,Normal,3660718175,None,RobbyBob,Defeat,35m 28s,Galio,24 / 6 / 3,P/Kill 63%,238 (6.7) CS,Control Ward 1,Level18,Flash,Teleport
4491,Normal,3660708278,None,RobbyBob,Victory,36m 10s,Sylas,11 / 11 / 5,P/Kill 30%,234 (6.5) CS,0,Level18,Flash,Ignite
4492,Normal,3660680196,None,RobbyBob,Victory,33m 34s,Volibear,12 / 9 / 6,P/Kill 55%,295 (8.8) CS,0,Level18,Flash,Ignite
4493,Normal,3660632588,None,RobbyBob,Victory,36m 12s,Gragas,37 / 12 / 4,P/Kill 73%,223 (6.2) CS,Control Ward 1,Level18,Flash,Ignite
4494,Normal,3659825062,None,RobbyBob,Defeat,24m 36s,Lucian,6 / 9 / 5,P/Kill 46%,151 (6.1) CS,0,Level12,Flash,Heal
4495,Normal,3659802395,None,RobbyBob,Defeat,30m 28s,Aatrox,1 / 7 / 7,P/Kill 35%,181 (5.9) CS,Control Ward 1,Level14,Flash,Smite
4496,Normal,3659749138,None,RobbyBob,Victory,34m 7s,Rengar,14 / 10 / 5,P/Kill 38%,191 (5.6) CS,0,Level18,Flash,Smite
4497,Normal,3659766767,None,RobbyBob,Victory,16m 34s,Volibear,5 / 3 / 1,P/Kill 26%,122 (7.4) CS,0,Level12,Flash,Ignite
4498,Normal,3659744076,None,RobbyBob,Victory,30m 1s,Kassadin,4 / 7 / 7,P/Kill 32%,210 (7) CS,Control Ward 1,Level16,Flash,Teleport
4499,Normal,3659760498,None,RobbyBob,Victory,28m 36s,Draven,17 / 1 / 4,P/Kill 70%,275 (9.6) CS,Control Ward 1,Level16,Flash,Heal
4500,Flex 5:5 Rank,3674696621,Diamond 4,BusioC,Defeat,23m 15s,Pyke,4 / 9 / 0,P/Kill 25%,117 (5) CS,0,Level12,Ignite,Flash
4501,Flex 5:5 Rank,3674692697,Platinum 1,BusioC,Victory,14m 34s,Master Yi,3 / 4 / 5,P/Kill 50%,80 (5.5) CS,0,Level9,Smite,Flash
4502,Flex 5:5 Rank,3674586495,Platinum 2,BusioC,Defeat,31m 40s,Yone,16 / 13 / 11,P/Kill 84%,193 (6.1) CS,Control Ward 1,Level16,Ignite,Flash
4503,Flex 5:5 Rank,3674570741,Platinum 2,BusioC,Defeat,24m 11s,Annie,9 / 7 / 3,P/Kill 57%,148 (6.1) CS,Control Ward 1,Level13,Ghost,Flash
4504,Flex 5:5 Rank,3673151883,Platinum 4,BusioC,Defeat,33m 32s,Jayce,16 / 3 / 4,P/Kill 74%,271 (8.1) CS,Control Ward 2,Level18,Ignite,Flash
4505,Flex 5:5 Rank,3673057245,Gold 1,BusioC,Defeat,32m 37s,Pyke,22 / 7 / 2,P/Kill 75%,175 (5.4) CS,Control Ward 1,Level17,Ignite,Flash
4506,Flex 5:5 Rank,3668818422,Gold 1,BusioC,Victory,16m 21s,Riven,7 / 1 / 3,P/Kill 43%,143 (8.7) CS,Control Ward 1,Level12,Ignite,Flash
4507,Flex 5:5 Rank,3668823077,Platinum 4,BusioC,Victory,33m 49s,Yasuo,9 / 11 / 6,P/Kill 52%,304 (9) CS,Control Ward 1,Level18,Ignite,Flash
4508,Flex 5:5 Rank,3668718320,Platinum 4,BusioC,Victory,25m 21s,Katarina,15 / 4 / 4,P/Kill 59%,182 (7.2) CS,Control Ward 3,Level15,Ignite,Flash
4509,Flex 5:5 Rank,3667503683,Platinum 1,BusioC,Defeat,44m 5s,Pyke,28 / 15 / 13,P/Kill 67%,46 (1) CS,Control Ward 7,Level18,Ignite,Flash
4510,Flex 5:5 Rank,3667476625,Platinum 3,BusioC,Defeat,31m 39s,Riven,16 / 2 / 5,P/Kill 72%,220 (7) CS,Control Ward 2,Level17,Ignite,Flash
4511,Normal,3667171491,None,BusioC,Victory,21m 32s,Rumble,11 / 4 / 10,P/Kill 57%,135 (6.3) CS,Control Ward 2,Level13,Ignite,Flash
4512,Flex 5:5 Rank,3665977850,Platinum 1,BusioC,Defeat,32m 9s,Sylas,15 / 5 / 9,P/Kill 77%,207 (6.4) CS,Control Ward 2,Level16,Teleport,Flash
4513,Flex 5:5 Rank,3666001144,Platinum 2,BusioC,Defeat,24m 30s,Alistar,3 / 7 / 13,P/Kill 55%,34 (1.4) CS,Control Ward 13,Level11,Ignite,Flash
4514,Clash,3665760899,None,BusioC,Victory,24m 13s,Pyke,6 / 5 / 10,P/Kill 47%,24 (1) CS,Control Ward 6,Level12,Ignite,Flash
4515,Clash,3665712088,None,BusioC,Victory,29m 36s,Alistar,2 / 6 / 28,P/Kill 63%,44 (1.5) CS,Control Ward 11,Level14,Ignite,Flash
4516,Clash,3665631824,None,BusioC,Victory,27m 32s,Nami,2 / 4 / 18,P/Kill 69%,11 (0.4) CS,Control Ward 10,Level13,Ignite,Flash
4517,Normal,3665494028,None,BusioC,Victory,22m 9s,Brand,4 / 2 / 8,P/Kill 44%,36 (1.6) CS,Control Ward 5,Level10,Ignite,Flash
4518,Flex 5:5 Rank,3664456742,Platinum 4,BusioC,Defeat,38m 40s,Akali,8 / 4 / 8,P/Kill 62%,306 (7.9) CS,Control Ward 5,Level18,Ignite,Flash
4519,Flex 5:5 Rank,3664444092,Gold 1,BusioC,Victory,16m 49s,Lucian,11 / 2 / 4,P/Kill 63%,137 (8.1) CS,Control Ward 1,Level12,Teleport,Flash
4520,ARAM,3664189184,None,BusioC,Victory,18m 44s,Katarina,19 / 8 / 13,P/Kill 73%,23 (1.2) CS,0,Level18,Mark,Flash
4521,ARAM,3664164570,None,BusioC,Victory,17m 53s,Sylas,9 / 6 / 18,P/Kill 61%,43 (2.4) CS,0,Level17,Mark,Flash
4522,Clash,3664124700,None,BusioC,Victory,12m 27s,Pantheon,4 / 0 / 3,P/Kill 47%,25 (2) CS,Control Ward 3,Level7,Ignite,Flash
4523,Clash,3664006906,None,BusioC,Victory,15m 35s,Zilean,1 / 4 / 10,P/Kill 50%,23 (1.5) CS,Control Ward 5,Level8,Exhaust,Flash
4524,Clash,3663986712,None,BusioC,Victory,20m 30s,Alistar,3 / 3 / 12,P/Kill 68%,30 (1.5) CS,Control Ward 7,Level9,Ignite,Flash
4525,Normal,3663827312,None,BusioC,Defeat,34m 48s,Brand,3 / 12 / 11,P/Kill 41%,101 (2.9) CS,Control Ward 5,Level15,Ignite,Flash
4526,Flex 5:5 Rank,3662795150,Platinum 4,BusioC,Victory,31m 7s,Yasuo,21 / 13 / 11,P/Kill 56%,201 (6.5) CS,Control Ward 3,Level18,Ignite,Flash
4527,Flex 5:5 Rank,3662790108,Gold 1,BusioC,Victory,18m 38s,Ekko,13 / 0 / 4,P/Kill 74%,174 (9.3) CS,Control Ward 2,Level13,Teleport,Flash
4528,Flex 5:5 Rank,3662724248,Gold 2,BusioC,Victory,26m 10s,Irelia,6 / 5 / 6,P/Kill 50%,201 (7.7) CS,Control Ward 1,Level15,Ignite,Flash
4529,ARAM,3662400995,None,BusioC,Victory,14m 14s,Ashe,13 / 8 / 16,P/Kill 67%,50 (3.5) CS,0,Level14,Ghost,Flash
4530,Normal,3662236836,None,BusioC,Defeat,22m 41s,Shen,4 / 8 / 5,P/Kill 39%,126 (5.6) CS,Control Ward 1,Level13,Exhaust,Flash
4531,Normal,3662221639,None,BusioC,Defeat,24m 21s,Lucian,3 / 4 / 4,P/Kill 47%,228 (9.4) CS,Control Ward 1,Level14,Exhaust,Flash
4532,Normal,3661168899,None,BusioC,Defeat,52m 26s,Talon,20 / 13 / 6,P/Kill 60%,396 (7.6) CS,Control Ward 1,Level18,Ignite,Flash
4533,Normal,3661134213,None,BusioC,Victory,25m 23s,Lucian,11 / 4 / 16,P/Kill 69%,183 (7.2) CS,Control Ward 2,Level14,Heal,Flash
4534,Normal,3661087658,None,BusioC,Victory,28m 34s,Lucian,10 / 3 / 6,P/Kill 50%,278 (9.7) CS,Control Ward 1,Level16,Heal,Flash
4535,Normal,3661120207,None,BusioC,Victory,29m 13s,Brand,12 / 8 / 10,P/Kill 59%,190 (6.5) CS,Control Ward 1,Level16,Ghost,Flash
4536,Normal,3659495348,None,BusioC,Defeat,39m 32s,Gragas,9 / 11 / 8,P/Kill 40%,222 (5.6) CS,Control Ward 1,Level18,Ignite,Flash
4537,Normal,3659405754,None,BusioC,Victory,30m 34s,Malzahar,6 / 9 / 11,P/Kill 33%,238 (7.8) CS,0,Level16,Barrier,Flash
4538,Normal,3659366621,None,BusioC,Defeat,33m 11s,Lucian,15 / 11 / 4,P/Kill 53%,283 (8.5) CS,0,Level18,Barrier,Flash
4539,Normal,3659248148,None,BusioC,Victory,30m 55s,Lucian,10 / 8 / 8,P/Kill 69%,268 (8.7) CS,Control Ward 2,Level17,Teleport,Flash
4540,ARAM,3657177812,None,BusioC,Victory,25m 23s,Fiora,22 / 14 / 23,P/Kill 68%,79 (3.1) CS,0,Level18,Mark,Flash
4541,URF,3652258530,None,BusioC,Victory,19m 40s,Shyvana,15 / 11 / 7,P/Kill 48%,158 (8) CS,0,Level20,Exhaust,Flash
4542,URF,3652236538,None,BusioC,Victory,15m 22s,Miss Fortune,33 / 8 / 7,P/Kill 73%,148 (9.6) CS,0,Level17,Exhaust,Flash
4543,URF,3651668019,None,BusioC,Defeat,24m 1s,Veigar,29 / 13 / 8,P/Kill 49%,205 (8.5) CS,0,Level23,Ghost,Flash
4544,URF,3651673765,None,BusioC,Defeat,21m 11s,Rammus,19 / 13 / 4,P/Kill 55%,119 (5.6) CS,0,Level17,Ghost,Flash
4545,URF,3651671071,None,BusioC,Victory,12m 32s,Taliyah,20 / 3 / 11,P/Kill 70%,91 (7.3) CS,0,Level12,Exhaust,Flash
4546,URF,3651608154,None,BusioC,Victory,12m 29s,Nocturne,18 / 9 / 11,P/Kill 58%,65 (5.2) CS,0,Level13,Exhaust,Flash
4547,URF,3651576322,None,BusioC,Victory,11m 56s,Annie,12 / 2 / 13,P/Kill 50%,79 (6.6) CS,0,Level10,Exhaust,Flash
4548,URF,3651583092,None,BusioC,Victory,11m 31s,Ivern,14 / 4 / 23,P/Kill 90%,15 (1.3) CS,0,Level12,Exhaust,Flash
4549,ARAM,3650856219,None,BusioC,Defeat,24m 12s,Swain,12 / 10 / 27,P/Kill 65%,96 (4) CS,0,Level18,Mark,Flash
4550,Normal,3673759089,None,Brandini,Defeat,35m 1s,Lucian,15 / 10 / 14,P/Kill 63%,241 (6.9) CS,Control Ward 1,Level17,Flash,Heal
4551,ARAM,3669848893,None,Brandini,Defeat,17m 40s,Viktor,11 / 14 / 14,P/Kill 71%,57 (3.2) CS,0,Level17,Flash,Ghost
4552,ARAM,3667157676,None,Brandini,Victory,16m 17s,Kayle,9 / 7 / 21,P/Kill 70%,73 (4.5) CS,0,Level16,Flash,Cleanse
4553,ARAM,3667182812,None,Brandini,Victory,17m 48s,Anivia,12 / 7 / 15,P/Kill 46%,65 (3.7) CS,0,Level16,Flash,Cleanse
4554,ARAM,3667018883,None,Brandini,Victory,17m 41s,Olaf,22 / 12 / 17,P/Kill 66%,58 (3.3) CS,0,Level18,Flash,Cleanse
4555,ARAM,3665753340,None,Brandini,Victory,15m 43s,Ezreal,12 / 8 / 20,P/Kill 84%,51 (3.2) CS,0,Level16,Flash,Cleanse
4556,ARAM,3665099978,None,Brandini,Defeat,14m 18s,Jayce,13 / 8 / 13,P/Kill 74%,58 (4.1) CS,0,Level15,Flash,Cleanse
4557,Normal,3663240329,None,Brandini,Victory,24m 33s,Senna,15 / 2 / 11,P/Kill 70%,138 (5.6) CS,Control Ward 1,Level14,Flash,Heal
4558,Normal,3663057101,None,Brandini,Victory,20m 25s,Miss Fortune,18 / 3 / 5,P/Kill 59%,158 (7.7) CS,0,Level12,Flash,Heal
4559,Normal,3663055074,None,Brandini,Victory,15m 53s,Kai'Sa,5 / 1 / 4,P/Kill 53%,126 (7.9) CS,0,Level9,Flash,Heal
4560,Normal,3663042163,None,Brandini,Victory,31m 53s,Jhin,19 / 4 / 7,P/Kill 63%,248 (7.8) CS,Control Ward 1,Level17,Flash,Heal
4561,Normal,3662948549,None,Brandini,Victory,39m 22s,Xayah,9 / 10 / 14,P/Kill 58%,264 (6.7) CS,0,Level17,Flash,Heal
4562,Normal,3662916143,None,Brandini,Victory,28m 35s,Brand,24 / 5 / 10,P/Kill 74%,212 (7.4) CS,0,Level17,Flash,Heal
4563,Normal,3662912653,None,Brandini,Defeat,32m 49s,Tristana,18 / 10 / 2,P/Kill 61%,246 (7.5) CS,0,Level16,Flash,Heal
4564,Normal,3662859010,None,Brandini,Defeat,24m 3s,Lucian,5 / 7 / 6,P/Kill 79%,166 (6.9) CS,Control Ward 1,Level12,Flash,Heal
4565,Normal,3662874436,None,Brandini,Victory,23m 44s,Ezreal,8 / 2 / 3,P/Kill 69%,208 (8.8) CS,Control Ward 1,Level12,Flash,Heal
4566,Normal,3662839757,None,Brandini,Victory,37m 25s,Lucian,26 / 8 / 10,P/Kill 77%,347 (9.3) CS,Control Ward 2,Level18,Flash,Teleport
4567,Normal,3662801618,None,Brandini,Victory,31m 12s,Hecarim,16 / 10 / 7,P/Kill 47%,179 (5.7) CS,0,Level16,Ignite,Teleport
4568,Normal,3662716840,None,Brandini,Defeat,27m 5s,Volibear,11 / 6 / 4,P/Kill 63%,118 (4.4) CS,Control Ward 1,Level15,Flash,Teleport
4569,Normal,3662672120,None,Brandini,Victory,22m 1s,Kayle,12 / 1 / 6,P/Kill 46%,201 (9.1) CS,Control Ward 1,Level15,Flash,Teleport
4570,Normal,3660988326,None,Brandini,Defeat,21m 18s,Fizz,8 / 7 / 2,P/Kill 71%,100 (4.7) CS,Control Ward 1,Level12,Flash,Ignite
4571,Normal,3660879466,None,Brandini,Victory,36m 3s,Ekko,22 / 7 / 10,P/Kill 64%,249 (6.9) CS,Control Ward 1,Level18,Flash,Ignite
4572,Normal,3660871678,None,Brandini,Victory,29m 37s,Lucian,13 / 7 / 8,P/Kill 53%,199 (6.7) CS,Control Ward 1,Level15,Flash,Ignite
4573,Normal,3659850200,None,Brandini,Victory,31m 38s,Jax,18 / 6 / 15,P/Kill 66%,207 (6.5) CS,Control Ward 1,Level18,Flash,Teleport
4574,Normal,3659787884,None,Brandini,Victory,24m 20s,Volibear,13 / 2 / 5,P/Kill 46%,204 (8.4) CS,0,Level15,Flash,Teleport
4575,Normal,3659534391,None,Brandini,Victory,30m 30s,Senna,6 / 7 / 19,P/Kill 51%,127 (4.2) CS,Control Ward 1,Level16,Flash,Ignite
4576,Normal,3659498543,None,Brandini,Victory,25m 39s,Ezreal,6 / 7 / 8,P/Kill 39%,162 (6.3) CS,0,Level13,Flash,Heal
4577,Normal,3659510960,None,Brandini,Victory,32m 37s,Gangplank,8 / 7 / 19,P/Kill 69%,216 (6.6) CS,Control Ward 1,Level17,Flash,Teleport
4578,ARAM,3659371864,None,Brandini,Victory,20m 18s,Miss Fortune,18 / 10 / 24,P/Kill 74%,87 (4.3) CS,0,Level18,Flash,Cleanse
4579,ARAM,3659286280,None,Brandini,Victory,20m 5s,Urgot,5 / 8 / 13,P/Kill 40%,67 (3.3) CS,0,Level18,Flash,Cleanse
4580,ARAM,3653164547,None,Brandini,Victory,23m 47s,Fiddlesticks,13 / 16 / 25,P/Kill 68%,46 (1.9) CS,0,Level18,Flash,Mark
4581,ARAM,3653152381,None,Brandini,Defeat,13m 39s,Ezreal,5 / 8 / 12,P/Kill 63%,45 (3.3) CS,0,Level13,Flash,Cleanse
4582,ARAM,3653120940,None,Brandini,Defeat,14m 23s,Kai'Sa,9 / 10 / 12,P/Kill 91%,101 (7) CS,0,Level14,Flash,Cleanse
4583,ARAM,3651745691,None,Brandini,Defeat,19m 1s,Rakan,1 / 10 / 29,P/Kill 83%,24 (1.3) CS,0,Level17,Flash,Ghost
4584,ARAM,3651713535,None,Brandini,Defeat,23m 29s,Miss Fortune,14 / 12 / 21,P/Kill 73%,162 (6.9) CS,0,Level18,Flash,Cleanse
4585,ARAM,3651730451,None,Brandini,Defeat,15m 10s,Brand,10 / 9 / 17,P/Kill 79%,42 (2.8) CS,0,Level15,Flash,Cleanse
4586,Ranked Solo,3648789766,Grandmaster,Brandini,Defeat,14m 46s,Volibear,2 / 3 / 2,P/Kill 40%,120 (8.1) CS,0,Level11,Flash,Teleport
4587,Ranked Solo,3648735917,Grandmaster,Brandini,Defeat,24m 29s,Hecarim,3 / 9 / 9,P/Kill 55%,97 (4) CS,Control Ward 2,Level12,Ghost,Smite
4588,Ranked Solo,3648722709,Grandmaster,Brandini,Defeat,22m 41s,Volibear,0 / 5 / 2,P/Kill 14%,147 (6.5) CS,Control Ward 3,Level12,Flash,Teleport
4589,Ranked Solo,3648666619,Grandmaster,Brandini,Victory,25m 17s,Rumble,3 / 3 / 6,P/Kill 33%,177 (7) CS,Control Ward 5,Level15,Flash,Teleport
4590,Ranked Solo,3648671811,Grandmaster,Brandini,Victory,21m 20s,Camille,16 / 1 / 6,P/Kill 63%,155 (7.3) CS,Control Ward 2,Level14,Flash,Teleport
4591,Ranked Solo,3648606115,Grandmaster,Brandini,Victory,24m 7s,Volibear,9 / 1 / 10,P/Kill 50%,188 (7.8) CS,0,Level15,Flash,Teleport
4592,Ranked Solo,3648600266,Master,Brandini,Victory,19m 29s,Volibear,8 / 2 / 6,P/Kill 64%,153 (7.9) CS,Control Ward 2,Level14,Flash,Teleport
4593,Ranked Solo,3648551319,Grandmaster,Brandini,Defeat,25m 40s,Pantheon,3 / 6 / 12,P/Kill 54%,52 (2) CS,Control Ward 8,Level11,Flash,Ignite
4594,Ranked Solo,3648428320,Grandmaster,Brandini,Defeat,15m 41s,Camille,0 / 3 / 0,P/Kill 0%,103 (6.6) CS,Control Ward 2,Level9,Flash,Teleport
4595,Ranked Solo,3648431581,Grandmaster,Brandini,Defeat,20m 25s,Hecarim,2 / 6 / 5,P/Kill 47%,119 (5.8) CS,Control Ward 1,Level11,Ghost,Smite
4596,Ranked Solo,3648318341,Grandmaster,Brandini,Defeat,15m 28s,Volibear,0 / 3 / 1,P/Kill 25%,102 (6.6) CS,Control Ward 1,Level9,Flash,Teleport
4597,Ranked Solo,3647122428,Grandmaster,Brandini,Victory,28m 38s,Shen,6 / 3 / 9,P/Kill 60%,200 (7) CS,Control Ward 4,Level16,Flash,Teleport
4598,Ranked Solo,3647066007,Grandmaster,Brandini,Victory,30m 45s,Ornn,4 / 2 / 17,P/Kill 68%,209 (6.8) CS,0,Level17,Flash,Teleport
4599,Ranked Solo,3647070394,Grandmaster,Brandini,Defeat,27m 29s,Gragas,2 / 5 / 8,P/Kill 42%,155 (5.6) CS,Control Ward 1,Level13,Flash,Teleport
4600,ARAM,3665591604,None,Julien1,Victory,19m 12s,Janna,3 / 12 / 49,P/Kill 72%,22 (1.1) CS,0,Level18,Flash,Mark
4601,Flex 5:5 Rank,3662044061,Platinum 3,Julien1,Victory,24m 32s,Twitch,7 / 3 / 13,P/Kill 51%,169 (6.9) CS,Control Ward 1,Level15,Flash,Smite
4602,Flex 5:5 Rank,3662037962,Gold 1,Julien1,Defeat,32m 54s,Sett,1 / 14 / 21,P/Kill 49%,65 (2) CS,Control Ward 3,Level15,Flash,Ignite
4603,Flex 5:5 Rank,3661984898,Gold 1,Julien1,Victory,27m 43s,Lucian,5 / 5 / 7,P/Kill 32%,199 (7.2) CS,Control Ward 2,Level14,Flash,Heal
4604,Flex 5:5 Rank,3660751281,Platinum 3,Julien1,Victory,23m 43s,Xerath,2 / 0 / 12,P/Kill 54%,25 (1.1) CS,Control Ward 1,Level12,Flash,Heal
4605,Flex 5:5 Rank,3660686457,Platinum 3,Julien1,Victory,15m 38s,Lux,5 / 1 / 8,P/Kill 57%,22 (1.4) CS,Control Ward 1,Level9,Flash,Heal
4606,Flex 5:5 Rank,3660689908,Platinum 3,Julien1,Victory,19m 49s,Gragas,3 / 4 / 10,P/Kill 59%,25 (1.3) CS,Control Ward 2,Level10,Flash,Ignite
4607,Flex 5:5 Rank,3660605306,Platinum 2,Julien1,Victory,25m 8s,Nami,2 / 5 / 18,P/Kill 65%,16 (0.6) CS,Control Ward 3,Level12,Flash,Ignite
4608,Flex 5:5 Rank,3660600277,Platinum 2,Julien1,Victory,28m 41s,Alistar,2 / 7 / 22,P/Kill 52%,30 (1) CS,Control Ward 3,Level14,Flash,Ignite
4609,Flex 5:5 Rank,3660508011,Gold 1,Julien1,Victory,14m 40s,Blitzcrank,2 / 0 / 8,P/Kill 53%,24 (1.6) CS,Control Ward 3,Level8,Flash,Ignite
4610,Flex 5:5 Rank,3660556217,Platinum 4,Julien1,Remake,3m 15s,Bard,1 / 1 / 0,P/Kill 100%,2 (0.6) CS,0,Level2,Flash,Ignite
4611,ARAM,3656655248,None,Julien1,Defeat,24m 36s,Lucian,12 / 14 / 28,P/Kill 63%,49 (2) CS,0,Level18,Flash,Ignite
4612,Ranked Solo,3655279506,Grandmaster,Julien1,Victory,32m 26s,Rakan,1 / 2 / 21,P/Kill 79%,37 (1.1) CS,Control Ward 8,Level14,Flash,Ignite
4613,URF,3641692572,None,Julien1,Defeat,22m 1s,Malphite,21 / 13 / 8,P/Kill 57%,98 (4.5) CS,0,Level18,Flash,Ignite
4614,Ranked Solo,3641618048,Grandmaster,Julien1,Victory,28m 58s,Pantheon,3 / 9 / 18,P/Kill 54%,38 (1.3) CS,Control Ward 7,Level14,Flash,Ignite
4615,Ranked Solo,3641513852,Grandmaster,Julien1,Victory,29m 13s,Blitzcrank,1 / 5 / 19,P/Kill 67%,28 (1) CS,Control Ward 11,Level12,Flash,Ignite
4616,Ranked Solo,3641492272,Challenger,Julien1,Remake,3m 13s,Alistar,0 / 0 / 2,P/Kill 100%,3 (0.9) CS,Control Ward 1,Level2,Flash,Ignite
4617,Ranked Solo,3641467886,Grandmaster,Julien1,Victory,21m 50s,Janna,0 / 4 / 17,P/Kill 45%,15 (0.7) CS,Control Ward 4,Level11,Flash,Heal
